1581431500.045, 1, -8.89, -1.97, 2.35, 2.37, -1.56, 5.81, 0.26, -0.02, -0.52, 359.31, -69.12, 34.06
1581431500.090, 1, -8.9, -2.03, 2.35, 3.31, -1.25, 5.25, 0.26, -0.09, -0.52, 359.25, -69.25, 33.94
1581431500.090, 1, -8.94, -2.14, 2.3, 4.5, 1.25, 4.25, 0.22, -0.26, -0.6, 359.25, -69.31, 33.94
1581431500.090, 1, -9.01, -2.22, 2.21, 6.62, 2.37, 4.5, 0.07, -0.39, -0.59, 359.31, -69.5, 34.13
1581431500.137, 1, -9.47, -2.62, 2.17, 10.5, 1.87, 4.62, -0.28, -0.71, -0.66, 359.37, -69.56, 33.94
1581431500.137, 1, -9.54, -2.92, 1.92, 11.06, 2.31, 0.13, -0.35, -1.02, -0.91, 359.62, -69.62, 33.75
1581431500.188, 1, -8.98, -3.14, 2.08, 16.0, 11.38, -2.87, 0.21, -1.25, -0.73, 359.94, -69.81, 33.88
1581431500.188, 1, -8.55, -3.31, 2.67, 24.25, 10.38, -1.37, 0.65, -1.44, -0.12, 0.13, -69.87, 33.81
1581431500.188, 1, -8.44, -3.09, 3.22, 37.69, -0.25, 2.5, 0.77, -1.25, 0.41, 0.62, -69.94, 33.13
1581431500.233, 1, -8.93, -2.1, 3.84, 45.94, -7.81, 6.12, 0.27, -0.32, 0.98, 1.12, -69.87, 31.87
1581431500.233, 1, -9.71, -0.13, 4.49, 44.06, -19.12, 5.81, -0.51, 1.57, 1.55, 1.56, -69.69, 30.25
1581431500.284, 1, -10.09, 0.48, 4.67, 30.75, -27.62, 0.94, -1.34, 2.61, 1.98, 1.94, -69.25, 28.87
1581431500.284, 1, -11.1, 1.31, 5.47, 18.62, -35.5, -2.25, -1.95, 2.97, 2.38, 2.12, -68.56, 27.94
1581431500.284, 1, -10.68, 1.48, 5.57, -13.06, -36.38, -9.38, -1.57, 3.17, 2.36, 1.94, -67.94, 28.06
1581431500.327, 1, -10.66, 0.18, 5.3, -36.5, -23.0, -13.06, -1.58, 1.95, 2.03, 1.62, -67.44, 28.94
1581431500.327, 1, -10.39, -1.57, 4.71, -45.0, -13.0, -18.69, -1.34, 0.29, 1.42, 1.5, -67.25, 29.63
1581431500.373, 1, -9.1, -3.61, 4.3, -37.38, -6.81, -28.06, -0.08, -1.61, 1.01, 1.44, -66.87, 31.19
1581431500.373, 1, -8.18, -4.08, 4.64, -21.31, -7.44, -30.56, 0.8, -1.97, 1.35, 1.69, -66.44, 32.69
1581431500.373, 1, -6.86, -3.6, 4.72, -7.62, -8.19, -27.62, 2.09, -1.39, 1.41, 2.06, -66.0, 33.75
1581431500.415, 1, -6.8, -3.37, 4.6, 1.19, -3.44, -25.81, 2.14, -0.81, 1.18, 2.56, -65.62, 34.56
1581431500.415, 1, -6.82, -2.92, 4.51, 4.37, 0.69, -26.87, 2.1, -0.59, 1.18, 3.12, -65.37, 35.44
1581431500.459, 1, -7.41, -1.95, 4.56, 11.63, 6.0, -26.75, 1.49, 0.44, 1.24, 3.81, -65.19, 36.31
1581431500.459, 1, -7.91, -1.36, 4.18, 7.94, 11.69, -26.75, 0.98, 1.1, 0.89, 4.5, -65.06, 37.44
1581431500.504, 1, -8.25, -1.24, 4.56, 4.56, 16.56, -25.69, 0.64, 1.29, 1.3, 4.81, -65.06, 38.0
1581431500.504, 1, -8.37, -1.02, 4.91, 5.19, 5.12, -14.44, 0.51, 1.56, 1.68, 5.25, -65.0, 38.69
1581431500.504, 1, -8.13, -1.05, 4.85, 0.19, -1.06, -3.81, 0.75, 1.55, 1.62, 5.37, -64.87, 38.88
1581431500.548, 1, -8.13, -0.42, 5.2, -1.75, 7.62, 5.62, 0.75, 2.18, 1.99, 5.31, -65.0, 38.94
1581431500.548, 1, -8.16, -0.88, 4.88, -7.94, 7.75, 15.5, 0.74, 1.68, 1.69, 5.06, -65.31, 38.81
1581431500.598, 1, -8.43, -1.27, 4.98, -13.44, 3.12, 17.75, 0.48, 1.27, 1.8, 4.5, -65.5, 38.56
1581431500.598, 1, -9.95, -2.36, 4.56, -16.56, -5.37, 17.06, -1.02, 0.14, 1.39, 3.94, -65.69, 38.19
1581431500.598, 1, -11.14, -2.58, 4.29, -8.81, 1.25, 13.44, -2.2, -0.1, 1.12, 3.62, -65.75, 37.81
1581431500.641, 1, -11.58, -4.31, 3.63, 3.19, -12.19, 7.75, -2.64, -1.86, 0.44, 3.56, -65.75, 37.5
1581431500.641, 1, -10.04, -3.15, 4.38, 3.75, -8.81, 6.62, -1.1, -0.72, 1.16, 3.44, -65.62, 36.94
1581431500.691, 1, -8.6, -2.69, 4.38, 6.12, -5.5, 15.31, 0.33, -0.31, 1.14, 3.25, -65.75, 36.25
1581431500.691, 1, -8.57, -1.93, 3.77, 7.87, -6.62, 27.06, 0.37, 0.35, 0.5, 2.81, -65.94, 35.0
1581431500.691, 1, -8.83, -1.46, 3.24, 0.44, 7.25, 30.81, 0.14, 0.73, -0.01, 2.25, -66.37, 33.94
1581431500.735, 1, -8.8, -1.5, 2.91, -5.06, 11.19, 26.94, 0.19, 0.64, -0.33, 1.75, -66.81, 33.5
1581431500.735, 1, -8.78, -2.05, 2.26, -10.94, 21.37, 17.0, 0.25, 0.05, -0.91, 1.37, -67.37, 33.75
1581431500.786, 1, -8.74, -2.2, 1.87, -15.19, 20.5, 9.31, 0.31, -0.11, -1.22, 1.0, -67.75, 34.19
1581431500.786, 1, -8.13, -2.2, 1.78, -20.75, 11.81, 5.19, 0.95, -0.11, -1.25, 0.88, -67.87, 34.5
1581431500.786, 1, -7.92, -2.36, 1.35, -26.87, 3.0, 2.06, 1.17, -0.26, -1.65, 0.44, -68.0, 35.0
1581431500.831, 1, -8.48, -2.84, 1.23, -27.56, -3.25, -3.44, 0.6, -0.7, -1.75, 0.13, -67.94, 35.56
1581431500.831, 1, -9.01, -3.02, 1.67, -27.87, -10.63, -4.37, 0.06, -0.84, -1.32, 359.81, -67.75, 36.0
1581431500.881, 1, -9.45, -3.07, 2.14, -27.25, -19.44, -3.56, -0.4, -0.85, -0.88, 359.44, -67.44, 36.19
1581431500.881, 1, -9.35, -3.08, 2.23, -26.31, -19.25, -2.31, -0.3, -0.84, -0.82, 359.06, -67.12, 36.25
1581431500.881, 1, -9.24, -2.88, 2.47, -21.06, -10.44, 1.87, -0.21, -0.62, -0.59, 358.69, -67.06, 36.31
1581431500.926, 1, -9.15, -2.68, 2.57, -13.94, -2.19, 7.87, -0.11, -0.42, -0.49, 358.38, -67.12, 36.19
1581431500.926, 1, -8.86, -2.25, 2.86, -11.44, 4.81, 11.88, 0.17, -0.01, -0.19, 358.19, -67.25, 36.19
1581431500.975, 1, -8.67, -1.95, 2.68, -10.56, 14.31, 15.69, 0.39, 0.24, -0.32, 357.56, -67.87, 36.19
1581431500.975, 1, -9.0, -1.57, 2.48, -10.69, 23.31, 13.44, 0.09, 0.58, -0.44, 357.44, -68.12, 36.38
1581431500.975, 1, -9.01, -1.52, 2.3, -13.06, 27.19, 11.19, 0.11, 0.61, -0.54, 357.06, -68.69, 36.94
1581431501.022, 1, -9.35, -1.71, 2.17, -15.5, 27.69, 6.25, -0.18, 0.41, -0.57, 356.81, -69.19, 37.75
1581431501.022, 1, -9.5, -1.78, 2.25, -15.19, 21.44, -1.37, -0.31, 0.36, -0.41, 356.69, -69.56, 38.81
1581431501.065, 1, -9.48, -1.84, 2.41, -16.19, 17.44, -3.87, -0.28, 0.33, -0.23, 356.56, -69.81, 39.81
1581431501.065, 1, -9.44, -1.81, 2.37, -17.69, 14.87, -5.44, -0.22, 0.29, -0.15, 356.44, -70.0, 40.88
1581431501.065, 1, -9.47, -2.02, 2.37, -18.5, 14.31, -5.19, -0.25, 0.18, -0.12, 356.31, -70.19, 41.88
1581431501.109, 1, -9.42, -2.02, 2.22, -17.44, 12.37, -5.37, -0.19, 0.21, -0.22, 356.19, -70.31, 42.81
1581431501.109, 1, -9.23, -2.01, 2.36, -14.44, 11.06, -4.56, 0.0, 0.24, -0.03, 356.13, -70.37, 43.25
1581431501.152, 1, -9.16, -1.73, 2.48, -10.94, 10.31, -5.31, 0.07, 0.53, 0.13, 356.06, -70.5, 44.0
1581431501.152, 1, -9.17, -1.26, 2.49, -7.69, 9.63, -4.94, 0.07, 1.03, 0.17, 356.06, -70.56, 44.69
1581431501.199, 1, -9.3, -1.09, 2.44, -7.37, 6.75, -5.94, -0.05, 1.22, 0.15, 356.06, -70.56, 45.38
1581431501.199, 1, -9.13, -1.0, 2.19, -9.13, 0.5, -8.25, 0.1, 1.34, -0.07, 356.13, -70.5, 45.94
1581431501.199, 1, -9.16, -1.05, 2.29, -10.5, -6.94, -9.44, 0.08, 1.24, 0.13, 356.13, -70.31, 46.25
1581431501.242, 1, -8.87, -1.52, 2.66, -9.56, -11.69, -8.81, 0.35, 0.88, 0.36, 356.13, -70.0, 46.19
1581431501.242, 1, -8.96, -1.9, 2.62, -1.25, -17.06, -5.94, 0.23, 0.51, 0.28, 356.13, -69.69, 45.69
1581431501.294, 1, -9.03, -2.09, 2.32, 8.5, -19.5, -1.94, 0.15, 0.34, -0.08, 356.19, -69.56, 45.31
1581431501.294, 1, -9.2, -1.77, 1.99, 17.56, -14.25, -2.0, -0.03, 0.64, -0.47, 356.38, -69.31, 44.44
1581431501.294, 1, -9.38, -1.27, 2.16, 21.69, -8.38, -3.5, -0.22, 1.13, -0.34, 356.87, -69.06, 43.56
1581431501.336, 1, -9.53, -1.36, 2.94, 9.88, -12.75, -1.56, -0.38, 1.04, 0.38, 356.94, -68.94, 43.25
1581431501.336, 1, -10.59, -2.1, 3.64, -12.44, -17.62, 4.81, -1.45, 0.3, 1.03, 356.69, -68.75, 42.69
1581431501.386, 1, -10.25, -2.47, 4.07, -16.12, -10.56, 16.12, -1.11, -0.08, 1.44, 356.13, -68.75, 42.13
1581431501.386, 1, -10.14, -2.03, 2.82, -6.06, 13.0, 24.56, -1.06, 0.54, -0.11, 355.62, -69.12, 41.63
1581431501.386, 1, -9.97, -1.65, 2.19, -2.69, 26.19, 34.0, -0.68, 0.56, -0.72, 355.06, -70.0, 41.31
1581431501.432, 1, -10.4, -1.87, 1.29, 7.0, 36.69, 32.81, -1.15, 0.27, -1.16, 354.81, -70.5, 41.19
1581431501.432, 1, -11.36, -2.68, 1.75, 2.37, 30.0, 18.37, -2.08, -0.59, -0.6, 354.5, -71.56, 41.56
1581431501.482, 1, -11.07, -3.08, 1.38, 9.0, 22.25, 15.06, -1.75, -1.05, -0.9, 354.44, -72.06, 41.44
1581431501.482, 1, -9.65, -2.98, 1.11, 16.62, 18.94, 21.25, -0.31, -1.02, -1.12, 354.38, -72.31, 41.13
1581431501.482, 1, -7.85, -2.59, 0.84, 23.38, 31.75, 25.37, 1.52, -0.73, -1.32, 354.31, -73.06, 40.69
1581431501.526, 1, -7.33, -2.76, 1.45, 20.37, 33.56, 25.06, 2.09, -1.0, -0.6, 354.25, -73.87, 40.5
1581431501.526, 1, -6.97, -3.38, 1.4, 18.44, 15.31, 23.44, 2.47, -1.71, -0.61, 354.13, -74.5, 39.75
1581431501.575, 1, -7.15, -3.49, 1.48, 15.75, 1.5, 21.06, 2.03, -1.83, -0.26, 354.0, -74.81, 38.5
1581431501.575, 1, -8.16, -3.18, 1.97, 16.5, -4.0, 21.5, 0.91, -1.6, -0.04, 353.81, -74.94, 36.63
1581431501.575, 1, -9.06, -2.93, 2.08, 20.25, -13.19, 20.19, 0.41, -1.45, 0.01, 353.75, -74.94, 34.44
1581431501.618, 1, -10.45, -2.3, 2.37, 22.94, -20.5, 19.37, -0.99, -0.9, 0.23, 353.62, -74.81, 31.94
1581431501.618, 1, -10.85, -1.9, 2.47, 18.87, -29.81, 19.0, -1.39, -0.57, 0.24, 353.56, -74.62, 30.62
1581431501.667, 1, -10.97, -1.72, 2.34, 8.31, -40.31, 14.87, -1.53, -0.46, 0.0, 353.37, -74.12, 28.12
1581431501.667, 1, -10.65, -1.8, 2.55, -1.69, -38.69, 6.25, -1.24, -0.57, 0.07, 353.12, -73.5, 26.37
1581431501.667, 1, -10.34, -1.58, 3.14, -3.25, -27.13, 1.06, -0.96, -0.35, 0.57, 352.94, -73.0, 25.5
1581431501.715, 1, -9.88, -1.69, 3.16, -3.37, -32.5, -0.13, -0.52, -0.46, 0.49, 352.87, -72.5, 24.69
1581431501.715, 1, -9.23, -1.68, 3.41, -17.62, -37.31, -2.62, 0.23, -0.39, 0.74, 352.62, -71.81, 24.19
1581431501.760, 1, -9.02, -1.61, 3.62, -21.62, -36.94, -4.37, 0.37, -0.29, 0.58, 352.31, -71.12, 24.0
1581431501.760, 1, -8.55, -1.56, 3.39, -23.06, -40.44, -10.06, 0.81, -0.12, 0.42, 352.13, -70.31, 24.12
1581431501.760, 1, -8.43, -1.49, 3.52, -21.87, -36.81, -14.06, 0.78, -0.11, 0.46, 352.13, -69.94, 24.25
1581431501.806, 1, -8.58, -1.62, 3.17, -14.75, -24.69, -14.5, 0.59, -0.18, 0.03, 352.13, -69.31, 24.69
1581431501.806, 1, -8.84, -1.64, 3.47, -13.81, -16.44, -12.69, 0.3, -0.14, 0.28, 352.13, -68.94, 25.19
1581431501.853, 1, -8.67, -1.63, 3.43, -15.0, -17.19, -12.06, 0.45, -0.08, 0.2, 352.13, -68.5, 25.62
1581431501.853, 1, -8.13, -1.47, 3.43, -16.75, -9.38, -11.44, 0.97, 0.12, 0.17, 352.13, -68.19, 26.19
1581431501.853, 1, -8.01, -1.39, 3.62, -14.69, -1.25, -9.94, 1.25, 0.3, 0.5, 352.06, -68.06, 26.87
1581431501.897, 1, -7.71, -1.41, 3.75, -13.81, -1.44, -9.5, 1.46, 0.29, 0.38, 352.06, -67.94, 27.5
1581431501.897, 1, -7.74, -1.4, 3.64, -12.75, -2.06, -7.81, 1.17, 0.28, 0.37, 352.06, -67.87, 28.0
1581431501.943, 1, -8.03, -1.45, 3.69, -12.37, -0.19, -4.94, 1.05, 0.29, 0.43, 352.0, -67.87, 28.25
1581431501.943, 1, -8.34, -0.98, 3.82, -9.06, 6.37, -5.06, 0.73, 0.78, 0.59, 352.0, -67.94, 29.0
1581431501.988, 1, -8.21, -0.54, 4.1, -4.56, 13.88, -2.0, 0.88, 1.25, 0.91, 352.0, -68.06, 29.25
1581431501.988, 1, -8.11, -0.51, 3.88, -8.06, 13.88, 6.0, 0.99, 1.27, 0.74, 351.88, -68.31, 29.56
1581431501.988, 1, -8.44, -1.11, 3.48, -22.31, 11.88, 11.25, 0.69, 0.65, 0.38, 351.44, -68.62, 29.81
1581431502.032, 1, -9.52, -2.6, 3.32, -36.19, 13.81, 5.75, -0.36, -0.81, 0.29, 350.87, -68.94, 30.44
1581431502.032, 1, -9.54, -3.65, 2.58, -32.19, 20.12, -0.94, -0.37, -1.83, -0.37, 350.44, -69.25, 31.56
1581431502.080, 1, -9.31, -4.14, 2.6, -14.75, 26.69, -4.44, 0.16, -2.6, 0.78, 350.31, -69.62, 32.81
1581431502.080, 1, -9.26, -3.98, 4.32, 2.06, 27.44, -4.5, -0.05, -2.12, 1.49, 350.62, -70.0, 33.44
1581431502.080, 1, -9.57, -2.12, 4.93, 38.31, 16.25, 4.94, -0.35, -0.3, 2.15, 351.06, -70.31, 32.63
1581431502.124, 1, -9.69, 0.45, 4.47, 38.63, 0.88, 18.56, -0.45, 2.18, 1.68, 351.19, -70.37, 31.81
1581431502.124, 1, -11.51, 0.14, 3.08, 3.0, -15.25, 15.88, -2.27, 1.8, 0.24, 350.94, -70.37, 30.37
1581431502.176, 1, -13.07, -0.11, 3.93, -18.19, -10.75, -5.37, -3.85, 1.56, 1.07, 350.69, -70.12, 30.31
1581431502.176, 1, -9.6, -2.59, 3.05, -9.19, -7.06, -15.19, -0.39, -0.85, 0.17, 350.81, -69.87, 31.0
1581431502.176, 1, -8.32, -3.57, 3.92, -25.31, -15.63, -6.19, 0.86, -1.78, 1.01, 350.69, -69.56, 31.44
1581431502.218, 1, -8.83, -4.02, 4.2, -25.37, -18.87, 0.31, -2.23, -3.67, 0.45, 350.25, -69.19, 31.19
1581431502.218, 1, -12.33, -5.72, 2.77, -9.5, -34.06, -1.37, -3.17, -3.91, -0.25, 350.31, -68.62, 30.69
1581431502.268, 1, -11.23, -3.96, 2.93, 23.75, -16.75, -25.44, -2.11, -2.11, -0.16, 351.19, -68.19, 30.94
1581431502.268, 1, -6.27, -2.51, 4.02, 40.56, -4.19, -16.31, 2.81, -0.63, 0.87, 351.56, -68.06, 30.81
1581431502.268, 1, -4.98, -1.57, 4.21, 26.19, 0.81, 7.62, 4.11, 0.26, 1.05, 351.94, -68.06, 30.12
1581431502.314, 1, -7.25, -1.37, 3.43, 11.12, 18.0, 18.69, 1.87, 0.39, 0.3, 351.88, -68.44, 29.44
1581431502.314, 1, -9.82, -2.45, 2.16, 4.5, 28.69, 9.0, -0.66, -0.73, -0.89, 351.75, -69.0, 29.44
1581431502.358, 1, -9.83, -2.92, 1.61, 4.19, 31.25, 0.56, -0.64, -1.21, -1.34, 351.88, -69.56, 30.06
1581431502.358, 1, -9.66, -3.13, 1.83, 9.25, 22.75, -1.69, -0.03, -1.27, -0.62, 352.06, -70.0, 30.62
1581431502.358, 1, -8.91, -2.71, 2.23, 10.63, 14.63, -0.44, 0.3, -1.01, -0.62, 352.19, -70.06, 30.75
1581431502.401, 1, -8.23, -1.91, 1.87, 3.44, 3.19, 5.06, 0.99, -0.23, -0.97, 352.13, -70.25, 30.5
1581431502.401, 1, -8.21, -1.58, 1.7, -7.75, 0.62, 6.94, 1.02, 0.08, -1.13, 352.0, -70.31, 30.44
1581431502.443, 1, -9.12, -2.09, 1.74, -14.94, -5.19, 2.94, 0.1, -0.42, -1.1, 351.75, -70.31, 30.37
1581431502.443, 1, -9.94, -2.9, 1.94, -20.31, -9.81, -2.69, -0.72, -1.21, -0.92, 351.44, -70.12, 30.56
1581431502.492, 1, -9.64, -3.15, 2.21, -12.19, -6.87, -3.62, -0.43, -1.43, -0.66, 351.31, -69.94, 30.81
1581431502.492, 1, -9.07, -3.08, 2.6, 0.94, -1.69, 2.25, 0.13, -1.36, -0.28, 351.25, -69.94, 30.75
1581431502.492, 1, -9.04, -2.94, 2.72, 11.12, 4.0, 10.06, 0.16, -1.03, -0.13, 351.19, -70.06, 30.25
1581431502.535, 1, -9.15, -2.17, 2.76, 14.56, 6.75, 11.88, 0.06, -0.51, -0.11, 351.19, -70.31, 29.63
1581431502.535, 1, -9.16, -1.71, 2.5, 18.06, 11.44, 11.63, 0.03, 0.13, -0.46, 351.31, -70.62, 29.12
1581431502.587, 1, -9.17, -1.43, 2.29, 16.69, 15.5, 5.5, 0.08, 0.13, -0.52, 351.37, -70.75, 29.0
1581431502.587, 1, -8.97, -1.65, 2.1, 14.69, 17.94, -2.31, 0.3, -0.1, -0.66, 351.62, -71.06, 29.25
1581431502.587, 1, -8.9, -2.13, 1.96, 14.81, 21.69, -6.69, 0.38, -0.58, -0.74, 352.0, -71.37, 29.81
1581431502.637, 1, -9.0, -2.35, 2.18, 16.5, 21.94, -10.13, 0.3, -0.78, -0.47, 352.5, -71.62, 30.62
1581431502.637, 1, -9.18, -2.16, 2.06, 18.56, 21.0, -13.13, 0.13, -0.56, -0.53, 353.06, -71.87, 31.5
1581431502.680, 1, -8.95, -1.96, 2.1, 19.62, 19.69, -13.88, 0.37, -0.33, -0.44, 353.62, -72.0, 32.5
1581431502.680, 1, -9.06, -1.8, 2.22, 20.94, 18.62, -14.5, 0.19, -0.06, -0.21, 354.31, -72.19, 33.44
1581431502.680, 1, -9.23, -1.64, 2.21, 20.62, 16.94, -14.87, 0.1, 0.14, -0.21, 354.94, -72.31, 34.38
1581431502.725, 1, -9.28, -1.34, 2.37, 18.94, 15.56, -15.63, 0.05, 0.35, -0.06, 355.25, -72.31, 34.81
1581431502.725, 1, -9.32, -1.21, 2.44, 16.44, 13.5, -15.69, 0.02, 0.51, 0.04, 356.13, -72.37, 36.25
1581431502.776, 1, -9.12, -0.99, 2.61, 14.06, 12.63, -15.94, 0.22, 0.77, 0.24, 356.63, -72.37, 37.25
1581431502.776, 1, -9.01, -0.85, 2.77, 11.25, 10.81, -15.94, 0.33, 0.96, 0.42, 356.94, -72.37, 37.69
1581431502.776, 1, -9.0, -0.93, 2.5, 6.44, 8.13, -16.25, 0.34, 0.92, 0.18, 357.37, -72.31, 38.69
1581431502.819, 1, -9.01, -1.05, 2.38, 4.06, 4.94, -18.0, 0.32, 0.83, 0.07, 357.69, -72.25, 39.25
1581431502.819, 1, -8.99, -1.29, 2.69, 8.06, 0.62, -17.62, 0.33, 0.63, 0.38, 358.06, -72.06, 39.63
1581431502.867, 1, -9.02, -1.34, 2.69, 16.5, -5.25, -15.06, 0.25, 0.63, 0.45, 358.56, -71.81, 39.94
1581431502.867, 1, -9.19, -1.22, 2.85, 18.12, -7.44, -13.75, 0.11, 0.75, 0.49, 359.06, -71.56, 39.88
1581431502.867, 1, -9.38, -0.99, 2.68, 15.75, -6.31, -12.13, -0.08, 1.0, 0.28, 359.5, -71.31, 40.0
1581431502.909, 1, -9.83, -1.0, 2.64, 10.75, -3.06, -13.25, -0.55, 1.02, 0.23, 359.87, -71.12, 40.31
1581431502.909, 1, -9.84, -1.26, 2.98, 3.75, -2.44, -15.19, -0.56, 0.81, 0.56, 0.06, -71.0, 40.56
1581431502.963, 1, -9.48, -1.83, 3.34, -3.19, 0.75, -13.38, -0.21, 0.28, 0.91, 0.31, -70.81, 41.13
1581431502.963, 1, -9.48, -2.8, 3.85, -3.31, 6.12, -8.88, -0.22, -0.64, 1.44, 0.44, -70.75, 41.81
1581431502.963, 1, -9.98, -2.86, 3.95, 3.12, 10.81, -1.19, -0.72, -0.7, 1.57, 0.56, -70.81, 42.31
1581431503.005, 1, -10.17, -2.48, 3.08, 16.12, 22.25, 13.19, -0.88, -0.36, 0.76, 0.62, -71.25, 42.38
1581431503.005, 1, -10.2, -1.26, 2.49, 17.37, 27.87, 19.06, -0.9, 0.82, 0.2, 0.56, -72.0, 42.31
1581431503.061, 1, -10.6, -0.79, 1.69, 14.81, 41.0, 28.56, -1.25, 1.19, -0.48, 0.37, -72.94, 42.56
1581431503.061, 1, -12.17, -1.49, 0.76, 6.69, 44.56, 26.62, -2.77, 0.39, -1.27, 0.06, -73.87, 43.13
1581431503.061, 1, -12.38, -2.82, 0.62, -5.44, 31.94, 20.94, -2.94, -0.99, -1.3, 359.87, -74.25, 43.38
1581431503.110, 1, -10.4, -3.99, 0.09, 8.31, 36.81, 13.44, -0.93, -2.21, -1.72, 359.69, -74.94, 44.25
1581431503.110, 1, -8.0, -4.06, 1.09, 27.37, 31.19, 15.94, 1.49, -2.35, -0.63, 359.87, -75.62, 44.81
1581431503.110, 1, -5.35, -3.9, 1.59, 37.69, 18.62, 26.94, 4.16, -2.28, -0.08, 0.06, -76.25, 43.94
1581431503.152, 1, -5.16, -3.91, 1.45, 36.0, 8.94, 37.0, 4.17, -2.36, -0.17, 0.0, -76.87, 41.81
1581431503.152, 1, -6.68, -3.66, 1.83, 35.19, -0.88, 38.75, 2.87, -2.25, 0.16, 359.81, -77.19, 38.31
1581431503.195, 1, -8.77, -3.25, 2.22, 35.88, -25.62, 33.5, 0.78, -1.97, 0.47, 359.75, -77.12, 33.81
1581431503.195, 1, -11.64, -2.24, 2.46, 38.19, -47.0, 27.94, -2.09, -1.08, 0.56, 359.69, -76.5, 28.94
1581431503.242, 1, -11.99, -1.18, 2.57, 31.87, -67.31, 25.62, -2.47, -0.12, 0.45, 359.62, -76.06, 26.5
1581431503.242, 1, -11.34, 0.0, 2.7, 22.5, -56.06, 25.44, -1.86, 0.94, 0.39, 359.44, -75.19, 22.31
1581431503.242, 1, -11.06, 0.4, 3.4, 10.44, -43.81, 27.94, -1.6, 1.26, 0.94, 359.06, -74.56, 19.06
1581431503.286, 1, -10.36, -0.03, 3.59, -12.44, -47.69, 25.06, -0.94, 0.74, 0.98, 358.38, -73.87, 16.5
1581431503.286, 1, -10.62, -0.44, 3.68, -29.25, -56.31, 16.44, -1.24, 0.29, 0.91, 357.56, -72.94, 14.87
1581431503.338, 1, -10.59, -0.64, 3.76, -34.5, -63.69, 8.75, 0.2, -0.13, 0.0, 356.87, -71.81, 14.31
1581431503.338, 1, -8.38, -1.05, 2.82, -40.69, -48.44, -3.69, 1.3, -0.45, -0.33, 356.31, -71.0, 14.81
1581431503.338, 1, -7.77, -1.42, 2.78, -38.94, -27.81, -8.38, 1.48, -0.57, -0.33, 355.94, -70.44, 15.63
1581431503.381, 1, -7.26, -1.81, 2.95, -34.38, -29.25, -12.31, 1.95, -0.89, -0.24, 355.81, -70.12, 16.06
